BacDive-ID	Species	Oxygen tolerance	Oxygen tolerance raw
	Paenibacillus sinopodophylli		
	Paenibacillus hispanicus		
133206	Paenibacillus methanolicus	aerobe,facultative anaerobe	aerobe,facultative anaerobe
133094	Paenibacillus aceris	facultative anaerobe	facultative anaerobe
133092	Paenibacillus eucommiae	aerobe	aerobe
133090	Paenibacillus silvae	facultative anaerobe	facultative anaerobe
133089	Paenibacillus rhizoplanae	aerobe	aerobe
133010	Paenibacillus solani	aerobe	aerobe
132640	Paenibacillus silagei	facultative anaerobe	facultative anaerobe
132619	Paenibacillus segetis	facultative anaerobe	facultative anaerobe
132589	Paenibacillus cisolokensis	aerobe	aerobe
132572	Paenibacillus cucumis	aerobe	aerobe
	Paenibacillus ihumii		
	Paenibacillus dakarensis		
	Paenibacillus antibioticophila		
132451	Paenibacillus bovis	aerobe	aerobe
132397	Paenibacillus etheri	facultative anaerobe	facultative anaerobe
132390	Paenibacillus marchantiophytorum	aerobe	aerobe
132384	Paenibacillus cavernae	aerobe	obligate aerobe
132363	Paenibacillus terreus	aerobe	aerobe
	Paenibacillus faecis		
	Paenibacillus physcomitrellae		
	Paenibacillus wulumuqiensis		
	Paenibacillus shenyangensis		
	Paenibacillus wenxiniae		
	Paenibacillus rhizoryzae		
	Paenibacillus herberti		
	Paenibacillus qingshengii		
	Paenibacillus tibetensis		
	Paenibacillus nicotianae		
	Paenibacillus abyssi		
	Paenibacillus gorillae		
	Paenibacillus senegalensis		
24285	Paenibacillus chartarius	aerobe	aerobe
	Paenibacillus dongdonensis		
	Paenibacillus shirakamiensis		
	Paenibacillus relictisesami		
	Paenibacillus lentus		
	Paenibacillus darwinianus		
	Paenibacillus triticisoli		
24287	Paenibacillus thermoaerophilus	aerobe	aerobe
24286	Paenibacillus vulneris	aerobe	aerobe
155413,153936,153623,152997,157124,157123	Paenibacillus phoenicis	aerobe	aerobe
24283	Paenibacillus puldeungensis	facultative anaerobe	facultative anaerobe
24282	Paenibacillus chungangensis	aerobe	aerobe
24280	Paenibacillus pectinilyticus	microaerophile	microaerophile
	Paenibacillus kribbensis		
	Phaeospirillum sp.		
23182	Paenibacillus catalpae	aerobe	aerobe
	Paenibacillus brassicae		
23180	Paenibacillus typhae	facultative anaerobe	facultative anaerobe
	Paenibacillus algorifonticola		
	Paenibacillus sepulcri		
	Paenibacillus xylaniclasticus		
	Paenibacillus taohuashanense		
	Paenibacillus beijingensis		
	Paenibacillus frigoriresistens		
11660	Paenibacillus sediminis	aerobe	aerobe
141158	Paenibacillus solanacearum	aerobe	aerobe
141157	Paenibacillus nebraskensis	aerobe	aerobe
141156	Paenibacillus azotifigens	aerobe	aerobe
140933	Paenibacillus radicis	aerobe	aerobe
140932	Paenibacillus nasutitermitis	aerobe	aerobe
140900	Paenibacillus cathormii	facultative anaerobe	facultative anaerobe
140866	Paenibacillus periandrae	aerobe	aerobe
140850	Paenibacillus baekrokdamisoli	aerobe	obligate aerobe
140714	Paenibacillus aurantiacus	aerobe	aerobe
140644	Paenibacillus liaoningensis	aerobe	aerobe
140618	Paenibacillus aceti	facultative anaerobe	facultative anaerobe
140554	Paenibacillus polysaccharolyticus	aerobe	aerobe
140529	Paenibacillus tritici	aerobe	aerobe
140521	Paenibacillus arachidis	facultative anaerobe	facultative anaerobe
140475	Paenibacillus intestini	facultative anaerobe	facultative anaerobe
140474	Paenibacillus apis	facultative anaerobe	facultative anaerobe
140459	Paenibacillus lacus	aerobe	aerobe
140318	Paenibacillus konkukensis	aerobe	aerobe
	Paenibacillus ripae		
	Paenibacillus lupini		
138662	Paenibacillus lentimorbus	aerobe	aerobe
	Paenibacillus edaphicus		
159854	Paenibacillus esterisolvens	aerobe	aerobe
159846	Paenibacillus montanisoli	aerobe	aerobe
159805	Paenibacillus paeoniae	aerobe	aerobe
158816	Paenibacillus yanchengensis	aerobe	obligate aerobe
158786	Paenibacillus mobilis	aerobe	obligate aerobe
158769	Paenibacillus shunpengii	aerobe,facultative anaerobe	aerobe,facultative anaerobe
158762	Paenibacillus xanthanilyticus	aerobe	aerobe
158760	Paenibacillus crassostreae	facultative anaerobe	facultative anaerobe
158699	Paenibacillus translucens	aerobe	aerobe
158601	Paenibacillus limicola	aerobe	aerobe
158574	Paenibacillus albidus	facultative anaerobe	facultative anaerobe
158407	Paenibacillus elymi	facultative anaerobe	facultative anaerobe
158293	Paenibacillus arcticus	aerobe	aerobe
157164	Paenibacillus senegalimassiliensis	aerobe	aerobe
6365,6364,6363	Pseudobutyrivibrio xylanivorans	anaerobe	anaerobe
6362	Pseudobutyrivibrio ruminis	anaerobe	anaerobe
17633	Caldilinea tarbellica	anaerobe	anaerobe
17632	Caldilinea aerophila	anaerobe	anaerobe
157012,1610	Bacteroides finegoldii	anaerobe	anaerobe
157006,157004,153434,1598,157027,157022,157018	Bacteroides sp.	anaerobe	anaerobe
156940,153424,150459,148471,1605,1604	Bacteroides uniformis	anaerobe,microaerophile	anaerobe,microaerophile
156915,156628,154992,1623	Bacteroides cellulosilyticus	anaerobe,microaerophile	anaerobe,obligate anaerobe,microaerophile
156810,156615,155252,1595,1594,1593	Bacteroides pyogenes	anaerobe	anaerobe
156073,150259,147982,1592	Bacteroides ovatus	anaerobe	anaerobe,obligate anaerobe
154543,153390,149442,1589,1587,1586,1585,1584	Bacteroides fragilis	anaerobe	anaerobe
153256,131167,1626	Bacteroides xylanisolvens	anaerobe	anaerobe,obligate anaerobe
1600,1599,157029,157023,157019	Bacteroides thetaiotaomicron	anaerobe	anaerobe
1618	Bacteroides stercoris	anaerobe	anaerobe
143032,1617	Bacteroides caccae	anaerobe	anaerobe,obligate anaerobe
140883	Bacteroides gallinaceum	anaerobe	obligate anaerobe
140882	Bacteroides caecicola	anaerobe	obligate anaerobe
133840	Bacteroides reticulotermitis	anaerobe	anaerobe
139989	Bacteroides nordii	anaerobe	anaerobe
131518	Bacteroides caecimuris	anaerobe	anaerobe
131249	Bacteroides stercorirosoris	anaerobe	anaerobe
131098,1606	Bacteroides acidifaciens	anaerobe	anaerobe
130976	Bacteroides neonati	anaerobe	anaerobe
130975	unclassified bacterium	anaerobe	anaerobe
23776	Bacteroides luti	anaerobe	anaerobe
22936	Bacteroides faecichinchillae	anaerobe	anaerobe
22935	Bacteroides rodentium	anaerobe	anaerobe
1631	Bacteroides faecis	anaerobe	anaerobe
1630	Bacteroides oleiciplenus	anaerobe	anaerobe
1629	Bacteroides fluxus	anaerobe	anaerobe
1628	Bacteroides clarus	anaerobe	anaerobe
1624	Bacteroides graminisolvens	anaerobe	anaerobe
1621,1620	Bacteroides propionicifaciens	anaerobe	anaerobe
1619	Bacteroides salyersiae	anaerobe	anaerobe
1616	Bacteroides gallinarum	anaerobe	anaerobe
1613	Bacteroides coprosuis	anaerobe	anaerobe
1609,157206	Bacteroides intestinalis	anaerobe	anaerobe
1591	Bacteroides helcogenes	anaerobe	anaerobe
1590	Bacteroides galacturonicus	anaerobe	anaerobe
1583	Bacteroides eggerthii	anaerobe	anaerobe
158671	Bacteroides kribbi	anaerobe	anaerobe
158670	Bacteroides koreensis	anaerobe	anaerobe
157176	Bacteroides congonensis	anaerobe	anaerobe
1571	Salisediminibacterium halotolerans	facultative anaerobe	facultative anaerobe
	Salisediminibacterium locisalis		
1295	Bacillus beveridgei	anaerobe	anaerobe
1211	Bacillus selenitireducens	anaerobe	anaerobe
	Roseinatronobacter monicus		
	Roseinatronobacter thiooxidans		
3763,3762,3761,3760,3759,3758,3757,3756,3755	Anaeromyxobacter dehalogenans	aerobe,anaerobe,microaerophile	aerobe,anaerobe,microaerophile
	Actinocorallia populi		
132532	Actinocorallia lasiicapitis	aerobe	aerobe
	Actinocorallia herbida		
	Sarraceniospora aurea		
	Actinocorallia aurea		
16914	Actinocorallia cavernae	aerobe	aerobe
	Actinocorallia longicatena		
	Actinocorallia glomerata		
	Actinocorallia libanotica		
	Actinocorallia aurantiaca		
6449,6448,151049,146198,155858,152291	Lactobacillus delbrueckii subsp. bulgaricus	anaerobe,microaerophile	anaerobe,microaerophile
6475,151303,150753,149915,146702,156694,153869,153347,153230,153152,153150,151637,151636,151635,151634,151633,151632,151631,151630,151544,151534,151474	Lactobacillus jensenii	anaerobe,microaerophile	anaerobe,microaerophile
6467,6466,6465,145302,144383,155698,155434,155420,155327,154789,154737,154159,153149,152674,152371,152202,151543,151542,151517,151495,151486,151484,151481,151467,151442,151439,151438,151437,151432,151431,151429,151428,151425,151422,151421,151415,151412,151403,151397,151392,151391	Lactobacillus gasseri	anaerobe,microaerophile	anaerobe,microaerophile
131033,6561,6560,136238,136237	Lactobacillus johnsonii	anaerobe,microaerophile	anaerobe,microaerophile
6565	Lactobacillus gallinarum	anaerobe	anaerobe
135309,6442,6441,151380,150970,149929,155480,152773,152257,151479	Lactobacillus crispatus	anaerobe,microaerophile	anaerobe,microaerophile
6405,6404,149472,146219,145405	Lactobacillus acidophilus	anaerobe,microaerophile	anaerobe,microaerophile
6525,6471,154986,153568	Lactobacillus helveticus	anaerobe,microaerophile	anaerobe,microaerophile
6581,6580,149218,149216,148959,148435,144336,155306,154422,153371,152492,152373,151490,151483,151482,151463,151434,151424,151411,151389	Lactobacillus iners	anaerobe,facultative anaerobe,microaerophile	anaerobe,facultative anaerobe,microaerophile
134046,130367,130366	Lactobacillus apis	anaerobe,microaerophile	anaerobe,microaerophile
133069	Lactobacillus colini	facultative anaerobe	facultative anaerobe
6450,155512,155067,154888,152950,152877	Lactobacillus delbrueckii	anaerobe,microaerophile	anaerobe,microaerophile
131378	Lactobacillus bombicola	anaerobe,microaerophile	anaerobe,microaerophile
131174,131173,6690,156060	Lactobacillus taiwanensis	anaerobe,microaerophile	anaerobe,microaerophile
130381,130380	Lactobacillus kullabergensis	anaerobe	anaerobe
130379,130378	Lactobacillus helsingborgensis	anaerobe	anaerobe
130377,130376	Lactobacillus kimbladii	anaerobe	anaerobe
130375,130374	Lactobacillus melliventris	anaerobe	anaerobe
24141	Lactobacillus rodentium	microaerophile	microaerophile
24135	Lactobacillus delbrueckii subsp. jakobsenii	anaerobe,microaerophile	anaerobe,microaerophile
24129	Lactobacillus delbrueckii subsp. sunkii	microaerophile	microaerophile
24125,150246,148207,148132,147913,146996,146597,146344,155861,155851,154061	Lactobacillus sp.	aerobe,anaerobe,microaerophile	aerobe,anaerobe,microaerophile
6705	Lactobacillus hominis	facultative anaerobe,microaerophile	facultative anaerobe,microaerophile
6700	Lactobacillus gigeriorum	facultative anaerobe,microaerophile	facultative anaerobe,microaerophile
6693	Lactobacillus equicursoris	anaerobe,microaerophile	anaerobe,microaerophile
6627	Lactobacillus kitasatonis	microaerophile	microaerophile
6623,6622	Lactobacillus kefiranofaciens	anaerobe,microaerophile	anaerobe,microaerophile
6620,6619	Lactobacillus ultunensis	anaerobe	anaerobe
6616,6615	Lactobacillus kalixensis	anaerobe	anaerobe
6610	Lactobacillus delbrueckii subsp. indicus	microaerophile	microaerophile
6594	Lactobacillus psittaci	microaerophile	microaerophile
6571,155024	Lactobacillus amylolyticus	anaerobe	anaerobe
6566	Lactobacillus kefiranofaciens subsp. kefirgranum	anaerobe	anaerobe
6536	Lactobacillus hamsteri	anaerobe	anaerobe
6535	Lactobacillus intestinalis	anaerobe	anaerobe
6489	Lactobacillus pasteurii	facultative anaerobe,microaerophile	facultative anaerobe,microaerophile
6454,6453,6452,6451,155777	Lactobacillus delbrueckii subsp. lactis	anaerobe,microaerophile	anaerobe,microaerophile
6415,6414,6413,6412,138087,151533	Lactobacillus amylovorus	anaerobe,facultative anaerobe,microaerophile	anaerobe,facultative anaerobe,microaerophile
6402	Lactobacillus acetotolerans	anaerobe	anaerobe
	Lactobacillus fornicalis		
159797	Lactobacillus paragasseri	facultative anaerobe	facultative anaerobe
159748	Lactobacillus porci	facultative anaerobe	facultative anaerobe
158390	Lactobacillus panisapium	facultative anaerobe	facultative anaerobe
	Salimicrobium jeotgali		
134252	Salimicrobium luteum	aerobe	aerobe
	Clostridium colicanis		
	Salimicrobium album		
	Salimicrobium salexigens		
1551	Salimicrobium flavidum	aerobe	aerobe
	Salimicrobium halophilum		
	Synechococcus sp.		
	Synechococcus rubescens		
132448	Sedimentibacter acidaminivorans	anaerobe	obligate anaerobe
18009	Sedimentibacter hongkongensis	anaerobe	anaerobe
18008	Sedimentibacter saalensis	anaerobe	anaerobe
18007	Sedimentibacter hydroxybenzoicus	anaerobe	anaerobe
188	Bowdeniella nasicola	anaerobe,facultative anaerobe,microaerophile	anaerobe,facultative anaerobe,microaerophile
	Gilvimarinus japonicus		
17899	Gilvimarinus chinensis	aerobe	aerobe
	Phytohabitans kaempferiae		
23125	Phytohabitans rumicis	aerobe	aerobe
23124	Phytohabitans houttuyneae	aerobe	aerobe
23123	Phytohabitans flavus	aerobe	aerobe
8050	Phytohabitans suffuscus	aerobe	aerobe
7141	Neomegalonema perideroedes	aerobe	aerobe
141132	Egibacter rhizosphaerae	aerobe	aerobe
	Yonghaparkia sp.		
	Yonghaparkia alkaliphila		
140919	Flexilinea flocculi	anaerobe	obligate anaerobe
137170,24145,6786,6785,6784,6783,6782,6781,6780,6779,6778,6777,6776,6775,6774,6725,6724,6723,6722,6721,6720,6719,6717,6716,6715,6712,156410,156170,156169,156114,155534,151081,146239,146201,145515	Legionella pneumophila	aerobe,microaerophile	aerobe,microaerophile
137047	Legionella quateirensis	microaerophile	microaerophile
	Legionella steelei		
24146	Legionella nagasakiensis	microaerophile	microaerophile
	Legionella drancourtii		
	Legionella saoudiensis		
132943	Legionella norrlandica	microaerophile	microaerophile
6793	Legionella maceachernii	microaerophile	microaerophile
6792,6791,6790	Legionella pittsburghensis	microaerophile	microaerophile
	Legionella tunisiensis		
	Legionella massiliensis		
	Legionella cardiaca		
6773	Legionella dresdenensis	aerobe,microaerophile	aerobe,microaerophile
6772	Legionella busanensis	microaerophile	microaerophile
6771	Legionella beliardensis	microaerophile	microaerophile
6770	Legionella gresilensis	microaerophile	microaerophile
6769	Legionella fallonii	aerobe,microaerophile	aerobe,microaerophile
6768	Legionella drozanskii	aerobe,microaerophile	aerobe,microaerophile
6767	Legionella taurinensis	microaerophile	microaerophile
6766	Legionella waltersii	microaerophile	microaerophile
6765	Legionella lansingensis	microaerophile	microaerophile
6764	Legionella worsleiensis	microaerophile	microaerophile
6763	Legionella londiniensis	microaerophile	microaerophile
6762	Legionella nautarum	microaerophile	microaerophile
6761	Legionella geestiana	microaerophile	microaerophile
6760	Legionella shakespearei	aerobe,microaerophile	aerobe,microaerophile
6759	Legionella gratiana	microaerophile	microaerophile
	Legionella adelaidensis		
6757	Legionella quinlivanii	microaerophile	microaerophile
6756	Legionella tucsonensis	microaerophile	microaerophile
	Legionella israelensis		
6754	Legionella santicrucis	microaerophile	microaerophile
6753	Legionella steigerwaltii	microaerophile	microaerophile
6752	Legionella cherrii	microaerophile	microaerophile
6751	Legionella parisiensis	microaerophile	microaerophile
6750	Legionella spiritensis	microaerophile	microaerophile
6749,6748	Legionella hackeliae	microaerophile	microaerophile
	Legionella jamestowniensis		
6746	Legionella wadsworthii	microaerophile	microaerophile
6745,6744	Legionella sainthelensi	microaerophile	microaerophile
6743	Legionella oakridgensis	microaerophile	microaerophile
	Legionella moravica		
6741	Legionella jordanis	microaerophile	microaerophile
	Legionella cincinnatiensis		
6739	Legionella brunensis	microaerophile	microaerophile
	Legionella birminghamensis		
	Legionella impletisoli		
6736	Legionella yabuuchiae	microaerophile	microaerophile
6735,6734	Legionella feeleii	microaerophile	microaerophile
6733,149825	Legionella erythra	microaerophile	microaerophile
6732	Legionella anisa	microaerophile	microaerophile
6731	Legionella rubrilucens	microaerophile	microaerophile
6730,6729,156718	Legionella longbeachae	aerobe,microaerophile	aerobe,microaerophile
6728	Legionella pneumophila subsp. pascullei	microaerophile	microaerophile
6727,6726	Legionella pneumophila subsp. fraseri	microaerophile	microaerophile
6718,6714,6713	Legionella pneumophila subsp. pneumophila	microaerophile	microaerophile
6711,6710	Legionella dumoffii	microaerophile	microaerophile
6709,6708	Legionella gormanii	microaerophile	microaerophile
6707,6706,153235	Legionella bozemanae	microaerophile	microaerophile
150939	Legionella sp.	microaerophile	microaerophile
139459	Legionella fairfieldensis	microaerophile	microaerophile
138524	Legionella rowbothamii	aerobe	aerobe
499	Aliagarivorans taiwanensis	anaerobe	anaerobe
498	Aliagarivorans marinus	anaerobe	anaerobe
18011	Sporanaerobacter acetigenes	anaerobe	anaerobe
152749,11750	Volucribacter amazonae	anaerobe,microaerophile	anaerobe,microaerophile
152748	Volucribacter psittacicida	microaerophile	microaerophile
159841	Planococcus halotolerans	aerobe	aerobe
	Planomicrobium sp.		
158688	Planococcus salinus	aerobe	aerobe
156953	Planomicrobium okeanokoites	microaerophile	microaerophile
140686	Planococcus ruber	aerobe	aerobe
	Planococcus sp.		
	Planomicrobium alkanoclasticum		
133091	Planococcus versutus	aerobe	aerobe
11974	Planomicrobium glaciei	aerobe	aerobe
	Planomicrobium chinense		
11972	Planomicrobium stackebrandtii	aerobe	aerobe
	Planomicrobium koreense		
	Planomicrobium psychrophilum		
	Planomicrobium mcmeekinii		
11967	Planococcus halocryophilus	aerobe	aerobe
11966	Planococcus plakortidis	aerobe	aerobe
	Planococcus donghaensis		
	Planococcus maritimus		
	Planococcus maitriensis		
	Planococcus rifietoensis		
11961	Planococcus columbae	aerobe	aerobe
11960	Planococcus salinarum	aerobe	aerobe
	Planococcus antarcticus		
	Planococcus kocurii		
	Planococcus citreus		
2448,2447,2446,2445	Marichromatium gracile	anaerobe	anaerobe
23847,23846	Marichromatium sp.	anaerobe	anaerobe
2452	Marichromatium bheemlicum	anaerobe	obligate anaerobe
2451	Marichromatium indicum	anaerobe	anaerobe
2450,2449	Marichromatium purpuratum	anaerobe	anaerobe
	Bacillus gibsonii		
	Bacillus sp.		
158725	Bacillus alkalilacus	aerobe	aerobe
	Bacillus urbisdiaboli		
156875,1273	Bacillus lehensis	aerobe	aerobe
155720,154332	Bacillus halodurans	aerobe,microaerophile	aerobe,microaerophile
	Bacillus lonarensis		
154778,1127	Bacillus clausii	aerobe	aerobe
	Bacillus pseudofirmus		
140404	Bacillus kiskunsagensis	facultative anaerobe	facultative anaerobe
	Bacillus algicola		
134104	Bacillus bogoriensis	aerobe	aerobe
132157	Bacillus oceani	aerobe	obligate aerobe
	Bacillus lindianensis		
	Bacillus ligniniphilus		
23707	Bacillus nanhaiisediminis	aerobe	aerobe
	Bacillus shacheensis		
	Bacillus hemicentroti		
	Bacillus rhizosphaerae		
	Bacillus xiaoxiensis		
	Bacillus alkalisediminis		
	Bacillus hunanensis		
1300	Bacillus marmarensis	aerobe	aerobe
1294	Bacillus trypoxylicola	aerobe	aerobe
	Bacillus alkalinitrilicus		
